"","LINEUP (NAMES)","NUMBERS","NUMBER OF GUARDS","OPPONENT POSSESSIONS","CMU POSSESSIONS","LINEUP SECONDS","OPPONENT PTS","CMU PTS","SCORE DIFFERENTIAL WHEN ENTER","CMU 3PA","CMU FGA","CMU FTA","CMU REBOUNDS","TOTAL REBOUNDS","QUARTER","game_id","LINEUP_SORTED"
"1020","TIMKO,NICOLE, BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE","24 15 4 33 22",3,3,3,117,5,3,8,2,2,4,2,4,3,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1021","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, OR,CATHERINE","10 15 4 33 22",3,2,2,46,1,0,6,0,0,0,2,2,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1022","CHINTALA,ANISHA, BANEY,PAYTON, ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE","10 15 23 33 22",4,4,4,176,2,5,5,2,4,0,3,6,4,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"1023","TIMKO,NICOLE, BANEY,PAYTON, ARIAS,AVA, NAMBISAN,ISHA, OR,CATHERINE","24 15 23 33 22",4,3,2,80,4,2,8,1,2,0,2,5,4,NA,"ARIAS,AVA BANEY,PAYTON NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1024","TIMKO,NICOLE, CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE","24 10 23 4 22",4,3,4,92,0,3,6,1,2,1,2,2,4,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"1025","NAMBISAN,ISHA, CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, OR,CATHERINE","33 10 15 4 22",3,6,5,116,5,1,9,0,1,6,2,5,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1026","NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE, GIBBS,SAVANNAH, OR,CATHERINE","33 10 24 4 22",4,1,1,11,2,1,5,0,0,2,0,1,4,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1027","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,8,9,298,2,9,0,3,7,0,3,6,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1028","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 10 22 24",4,2,1,53,5,0,7,1,1,0,0,1,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"1029","ARIAS,AVA, PROUTY,ANNA, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 11 10 22 24",4,1,2,89,0,3,2,1,1,0,1,2,1,NA,"ARIAS,AVA CHINTALA,ANISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1030","ARIAS,AVA, PROUTY,ANNA, NAMBISAN,ISHA, OR,CATHERINE, TIMKO,NICOLE","23 11 33 22 24",4,4,3,120,0,2,5,0,3,0,3,6,1,NA,"ARIAS,AVA NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1031","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, BANEY,PAYTON, TIMKO,NICOLE","23 10 33 15 24",4,1,2,40,2,0,7,1,1,0,1,1,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA TIMKO,NICOLE"
"1032","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, BANEY,PAYTON, OR,CATHERINE","23 10 33 15 22",4,6,6,239,4,9,5,2,6,0,4,6,2,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"1033","TIMKO,NICOLE, CHINTALA,ANISHA, LAFOND,LIV, GIBBS,SAVANNAH, OR,CATHERINE","24 10 43 4 22",3,5,4,207,2,6,10,2,2,0,4,4,2,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH LAFOND,LIV OR,CATHERINE TIMKO,NICOLE"
"1034","TIMKO,NICOLE, BANEY,PAYTON, LAFOND,LIV, PROUTY,ANNA, OR,CATHERINE","24 15 43 11 22",2,2,2,60,5,3,14,1,2,0,0,1,2,NA,"BANEY,PAYTON LAFOND,LIV OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1035","TIMKO,NICOLE, BANEY,PAYTON, NAMBISAN,ISHA, HEYER,ALLIE, OR,CATHERINE","24 15 33 5 22",4,2,3,52,1,0,12,0,0,0,1,1,2,NA,"BANEY,PAYTON HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1036","TIMKO,NICOLE, ARIAS,AVA, NAMBISAN,ISHA, PROUTY,ANNA, OR,CATHERINE","24 23 33 11 22",4,1,1,42,0,2,11,0,1,0,1,1,2,NA,"ARIAS,AVA NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1037","BANEY,PAYTON, CHINTALA,ANISHA, NAMBISAN,ISHA, GIBBS,SAVANNAH, OR,CATHERINE","15 10 33 4 22",3,4,3,125,7,3,13,1,3,2,1,3,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1038","BANEY,PAYTON, CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH, OR,CATHERINE","15 10 23 4 22",3,4,4,167,5,3,9,0,3,2,2,5,3,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE"
"1039","BANEY,PAYTON, CHINTALA,ANISHA, ARIAS,AVA, TIMKO,NICOLE, OR,CATHERINE","15 10 23 24 22",4,0,1,40,0,0,7,0,1,0,0,0,3,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA OR,CATHERINE TIMKO,NICOLE"
"1040","BANEY,PAYTON, CHINTALA,ANISHA, NAMBISAN,ISHA, TIMKO,NICOLE, OR,CATHERINE","15 10 33 24 22",4,7,6,198,4,14,7,2,7,3,5,6,3,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1041","BANEY,PAYTON, CHINTALA,ANISHA, NAMBISAN,ISHA, TIMKO,NICOLE, GIBBS,SAVANNAH","15 10 33 24 4",3,1,2,49,0,2,17,2,2,2,2,5,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1042","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, TIMKO,NICOLE, GIBBS,SAVANNAH","23 10 33 24 4",4,1,0,21,2,0,19,0,0,0,0,0,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1043","ARIAS,AVA, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH","23 10 33 22 4",4,2,3,77,3,2,17,0,2,0,0,1,4,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1044","TIMKO,NICOLE, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, BANEY,PAYTON","24 10 33 22 15",4,6,5,172,4,3,16,4,5,0,6,9,4,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1045","HEYER,ALLIE, CHINTALA,ANISHA, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH","5 10 33 22 4",4,1,1,44,2,2,15,0,1,0,0,1,4,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"1046","HEYER,ALLIE, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE, GIBBS,SAVANNAH","5 24 33 22 4",4,1,1,44,1,2,15,0,1,0,0,1,4,NA,"GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1047","HEYER,ALLIE, TIMKO,NICOLE, NAMBISAN,ISHA, OR,CATHERINE, PROUTY,ANNA","5 24 33 22 11",4,1,1,42,0,2,16,0,1,0,0,0,4,NA,"HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1048","HEYER,ALLIE, TIMKO,NICOLE, KATZ,JUSTINE, OR,CATHERINE, PROUTY,ANNA","5 24 2 22 11",4,4,5,131,4,3,18,0,4,2,3,5,4,NA,"HEYER,ALLIE KATZ,JUSTINE OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1049","HEYER,ALLIE, TIMKO,NICOLE, KATZ,JUSTINE, LAFOND,LIV, PROUTY,ANNA","5 24 2 43 11",3,3,2,90,2,2,17,0,1,2,1,2,4,NA,"HEYER,ALLIE KATZ,JUSTINE LAFOND,LIV PROUTY,ANNA TIMKO,NICOLE"
"1050","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, TIMKO,NICOLE, NAMBISAN,ISHA","15 4 10 24 33",3,6,6,262,4,4,0,2,4,0,4,6,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1051","BANEY,PAYTON, GIBBS,SAVANNAH, ARIAS,AVA, TIMKO,NICOLE, NAMBISAN,ISHA","15 4 23 24 33",3,4,4,114,4,0,0,1,2,0,2,6,1,NA,"ARIAS,AVA BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1052","HEYER,ALLIE, GIBBS,SAVANNAH, ARIAS,AVA, TIMKO,NICOLE, CHINTALA,ANISHA","5 4 23 24 10",4,3,4,113,0,4,-4,0,1,2,2,3,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE TIMKO,NICOLE"
"1053","HEYER,ALLIE, PROUTY,ANNA, BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA","5 11 15 33 10",3,6,5,205,0,0,0,2,3,0,4,6,1,NA,"BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA PROUTY,ANNA"
"1054","TIMKO,NICOLE, PROUTY,ANNA, BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA","24 11 15 33 10",3,4,4,157,2,8,0,2,4,0,2,4,2,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"1055","TIMKO,NICOLE, PROUTY,ANNA, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA","24 11 4 33 10",3,3,2,83,2,3,6,1,1,0,2,2,2,NA,"CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA PROUTY,ANNA TIMKO,NICOLE"
"1056","TIMKO,NICOLE, ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, CHINTALA,ANISHA","24 23 4 33 10",4,1,2,69,0,2,7,1,2,0,0,2,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1057","TIMKO,NICOLE, ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, HEYER,ALLIE","24 23 4 33 5",4,1,1,34,0,2,9,0,0,2,1,2,2,NA,"ARIAS,AVA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA TIMKO,NICOLE"
"1058","CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH, NAMBISAN,ISHA, HEYER,ALLIE","10 23 4 33 5",4,3,2,90,0,0,11,2,3,0,2,5,2,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA"
"1059","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, NAMBISAN,ISHA, HEYER,ALLIE","10 15 4 33 5",3,0,1,8,0,0,11,0,0,0,0,0,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA"
"1060","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, HEYER,ALLIE","10 15 4 24 5",3,1,0,33,0,0,11,0,0,0,0,1,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE TIMKO,NICOLE"
"1061","CHINTALA,ANISHA, BANEY,PAYTON, NAMBISAN,ISHA, TIMKO,NICOLE, HEYER,ALLIE","10 15 33 24 5",4,0,1,29,0,2,11,0,1,0,0,2,2,NA,"BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE NAMBISAN,ISHA TIMKO,NICOLE"
"1062","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, HEYER,ALLIE","10 15 4 24 5",3,1,0,3,0,0,13,0,0,0,0,0,2,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE TIMKO,NICOLE"
"1063","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, NAMBISAN,ISHA","10 15 4 24 33",3,5,5,196,2,7,13,0,6,1,4,6,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1064","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, HEYER,ALLIE","10 15 4 24 5",3,3,3,101,5,2,18,1,1,2,0,2,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE TIMKO,NICOLE"
"1065","CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH, TIMKO,NICOLE, HEYER,ALLIE","10 23 4 24 5",4,1,0,10,1,0,15,0,0,0,0,0,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE TIMKO,NICOLE"
"1066","CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH, TIMKO,NICOLE, NAMBISAN,ISHA","10 23 4 24 33",4,4,4,114,8,4,14,0,3,0,1,3,3,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1067","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, NAMBISAN,ISHA","10 15 4 24 33",3,4,5,169,5,4,10,0,1,6,1,2,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1068","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, HEYER,ALLIE, NAMBISAN,ISHA","10 15 4 5 33",3,4,4,165,3,4,9,1,4,0,2,8,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA"
"1069","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, NAMBISAN,ISHA","10 15 4 24 33",3,6,6,282,8,7,10,1,4,0,3,5,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1070","CHINTALA,ANISHA, ARIAS,AVA, GIBBS,SAVANNAH, TIMKO,NICOLE, NAMBISAN,ISHA","10 23 4 24 33",4,2,3,125,2,6,9,0,4,0,2,4,4,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1071","CHINTALA,ANISHA, BANEY,PAYTON, GIBBS,SAVANNAH, TIMKO,NICOLE, NAMBISAN,ISHA","10 15 4 24 33",3,1,0,38,0,0,13,0,0,0,1,1,4,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA TIMKO,NICOLE"
"1072","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA, NAMBISAN,ISHA","15 10 22 23 33",4,3,4,130,5,0,0,0,2,0,2,3,1,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"1073","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, NAMBISAN,ISHA","15 10 22 24 33",4,5,4,141,2,9,-5,0,6,1,3,3,1,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1074","BANEY,PAYTON, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE, HEYER,ALLIE","15 10 22 24 5",4,1,1,50,2,0,2,1,1,0,0,1,1,NA,"BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"1075","BANEY,PAYTON, DELMORE,KAYLA, OR,CATHERINE, TIMKO,NICOLE, HEYER,ALLIE","15 21 22 24 5",4,1,2,28,0,0,0,0,1,0,0,1,1,NA,"BANEY,PAYTON DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"1076","PROUTY,ANNA, DELMORE,KAYLA, OR,CATHERINE, TIMKO,NICOLE, HEYER,ALLIE","11 21 22 24 5",4,4,3,117,0,2,0,2,4,0,5,7,1,NA,"DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1077","PROUTY,ANNA, DELMORE,KAYLA, CHINTALA,ANISHA, TIMKO,NICOLE, HEYER,ALLIE","11 21 10 24 5",4,1,2,56,0,2,2,0,1,2,2,2,1,NA,"CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE PROUTY,ANNA TIMKO,NICOLE"
"1078","BANEY,PAYTON, DELMORE,KAYLA, CHINTALA,ANISHA, TIMKO,NICOLE, LIGOTTI,PIPER","15 21 10 24 3",4,3,2,58,4,0,4,0,1,2,0,2,1,NA,"BANEY,PAYTON CHINTALA,ANISHA DELMORE,KAYLA LIGOTTI,PIPER TIMKO,NICOLE"
"1079","BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE, LIGOTTI,PIPER","15 33 10 24 3",4,1,1,20,2,0,0,0,0,0,0,0,1,NA,"BANEY,PAYTON CHINTALA,ANISHA LIGOTTI,PIPER NAMBISAN,ISHA TIMKO,NICOLE"
"1080","BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, LIGOTTI,PIPER","15 33 10 22 3",4,6,6,176,6,10,-2,3,6,3,1,6,2,NA,"BANEY,PAYTON CHINTALA,ANISHA LIGOTTI,PIPER NAMBISAN,ISHA OR,CATHERINE"
"1081","BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","15 33 10 22 24",4,9,9,243,11,10,2,0,7,0,3,4,2,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1082","LAFOND,LIV, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","43 33 10 22 24",4,1,0,13,0,0,1,0,0,0,1,1,2,NA,"CHINTALA,ANISHA LAFOND,LIV NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1083","LAFOND,LIV, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","43 5 10 22 24",4,4,5,154,5,7,1,0,5,2,3,6,2,NA,"CHINTALA,ANISHA HEYER,ALLIE LAFOND,LIV OR,CATHERINE TIMKO,NICOLE"
"1084","BANEY,PAYTON, HEYER,ALLIE, CHINTALA,ANISHA, OR,CATHERINE, LIGOTTI,PIPER","15 5 10 22 3",4,1,0,14,3,0,3,0,0,0,0,0,2,NA,"BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE LIGOTTI,PIPER OR,CATHERINE"
"1085","BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, ARIAS,AVA","15 33 10 22 23",4,6,5,212,7,5,0,1,7,0,5,12,3,NA,"ARIAS,AVA BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE"
"1086","BANEY,PAYTON, NAMBISAN,ISHA, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","15 33 10 22 24",4,8,8,219,2,13,-2,3,8,0,5,8,3,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1087","BANEY,PAYTON, NAMBISAN,ISHA, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE","15 33 5 22 24",4,0,1,11,0,0,9,0,0,0,0,0,3,NA,"BANEY,PAYTON HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1088","ARIAS,AVA, NAMBISAN,ISHA, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE","23 33 5 22 24",5,4,4,158,4,3,9,2,4,2,3,5,3,NA,"ARIAS,AVA HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1089","ARIAS,AVA, CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE","23 10 5 22 24",5,1,1,79,0,0,8,0,1,0,2,5,4,NA,"ARIAS,AVA CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"1090","BANEY,PAYTON, CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, TIMKO,NICOLE","15 10 5 22 24",4,2,3,49,2,2,8,0,2,1,0,2,4,NA,"BANEY,PAYTON CHINTALA,ANISHA HEYER,ALLIE OR,CATHERINE TIMKO,NICOLE"
"1091","DELMORE,KAYLA, CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, ARIAS,AVA","21 10 5 22 23",5,1,1,49,0,0,8,1,2,0,1,2,4,NA,"ARIAS,AVA CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE"
"1092","DELMORE,KAYLA, CHINTALA,ANISHA, HEYER,ALLIE, OR,CATHERINE, PROUTY,ANNA","21 10 5 22 11",4,2,1,65,4,0,8,2,2,0,1,2,4,NA,"CHINTALA,ANISHA DELMORE,KAYLA HEYER,ALLIE OR,CATHERINE PROUTY,ANNA"
"1093","NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE, OR,CATHERINE, PROUTY,ANNA","33 10 24 22 11",4,1,1,50,2,3,4,2,2,0,1,1,4,NA,"CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE PROUTY,ANNA TIMKO,NICOLE"
"1094","NAMBISAN,ISHA, CHINTALA,ANISHA, TIMKO,NICOLE, OR,CATHERINE, BANEY,PAYTON","33 10 24 22 15",4,12,12,308,16,14,5,1,3,18,6,12,4,NA,"BANEY,PAYTON CHINTALA,ANISHA NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1095","BANEY,PAYTON, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","15 4 10 22 33",3,4,5,146,8,6,0,1,5,1,1,3,1,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1096","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, NAMBISAN,ISHA","23 4 10 22 33",4,1,1,17,0,3,-2,0,1,1,1,1,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1097","ARIAS,AVA, GIBBS,SAVANNAH, CHINTALA,ANISHA, OR,CATHERINE, TIMKO,NICOLE","23 4 10 22 24",4,3,3,87,0,2,1,0,2,0,2,3,1,NA,"ARIAS,AVA CHINTALA,ANISHA GIBBS,SAVANNAH OR,CATHERINE TIMKO,NICOLE"
"1098","ARIAS,AVA, PEPER,ANYA, BANEY,PAYTON, OR,CATHERINE, TIMKO,NICOLE","23 14 15 22 24",4,6,6,176,0,8,3,2,3,0,5,6,1,NA,"ARIAS,AVA BANEY,PAYTON OR,CATHERINE PEPER,ANYA TIMKO,NICOLE"
"1099","ARIAS,AVA, PEPER,ANYA, BANEY,PAYTON, DELMORE,KAYLA, TIMKO,NICOLE","23 14 15 21 24",4,5,5,174,0,11,11,3,5,2,6,9,1,NA,"ARIAS,AVA BANEY,PAYTON DELMORE,KAYLA PEPER,ANYA TIMKO,NICOLE"
"1100","OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, DELMORE,KAYLA, NAMBISAN,ISHA","22 4 15 21 33",3,3,3,138,2,2,22,2,4,0,3,6,2,NA,"BANEY,PAYTON DELMORE,KAYLA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
"1101","OR,CATHERINE, GIBBS,SAVANNAH, BANEY,PAYTON, HEYER,ALLIE, NAMBISAN,ISHA","22 4 15 5 33",3,4,4,132,5,5,22,1,4,2,3,5,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH HEYER,ALLIE NAMBISAN,ISHA OR,CATHERINE"
"1102","OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE, ARIAS,AVA, NAMBISAN,ISHA","22 4 24 23 33",4,3,2,86,7,2,22,0,2,0,0,3,2,NA,"ARIAS,AVA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1103","OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE, BANEY,PAYTON, NAMBISAN,ISHA","22 4 24 15 33",3,1,1,31,2,0,17,0,0,0,0,0,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE TIMKO,NICOLE"
"1104","OR,CATHERINE, GIBBS,SAVANNAH, TIMKO,NICOLE, BANEY,PAYTON, PEPER,ANYA","22 4 24 15 14",3,5,5,213,2,6,15,0,5,0,3,7,2,NA,"BANEY,PAYTON GIBBS,SAVANNAH OR,CATHERINE PEPER,ANYA TIMKO,NICOLE"
"1105","OR,CATHERINE, GIBBS,SAVANNAH, NAMBISAN,ISHA, BANEY,PAYTON, CHINTALA,ANISHA","22 4 33 15 10",3,1,1,59,3,0,19,1,3,0,2,4,3,NA,"BANEY,PAYTON CHINTALA,ANISHA GIBBS,SAVANNAH NAMBISAN,ISHA OR,CATHERINE"
